potted plant,0.8671875,630,397,879,833
chair,0.8251953125,1665,103,1918,1005
couch,0.7490234375,1039,109,1903,766
person,0.72119140625,1448,159,1809,537
bottle,0.64453125,1309,531,1531,936
handbag,0.56640625,1255,202,1406,459
bed,0.49853515625,1040,112,1898,771
couch,0.4765625,239,134,1048,646
bed,0.3896484375,3,367,630,1063
teddy bear,0.34814453125,617,184,755,314
chair,0.326416015625,1666,516,1920,1007
couch,0.323486328125,3,136,1046,1065
couch,0.302001953125,3,225,629,1063
backpack,0.26806640625,2,244,329,691
chair,0.26123046875,237,133,1047,647
